"","lib1_tag_ACACAC","lib1_tag_ACAGCA","lib1_tag_ACATGT","lib1_tag_ACGACG","lib1_tag_ACTAGC","lib1_tag_ACTCTG","lib1_tag_ACTGAT","lib1_tag_ATATCG","lib1_tag_ATCAGT","lib1_tag_ATGATA","lib1_tag_CACGAT","lib1_tag_CGACGC","lib1_tag_CTCGCA","lib1_tag_CTGCGT","lib1_tag_GATGAC","lib1_tag_GCAGTG","lib1_tag_GCGAGT","lib1_tag_GCGCTC","lib1_tag_GCGTAG","lib1_tag_GTCTCT","lib1_tag_TACGTG","lib1_tag_TCGCAT","lib1_tag_TCGTCA","lib1_tag_TCTGCG","lib1_tag_TGTATG","lib2_tag_ACACAC","lib2_tag_ACAGCA","lib2_tag_ACATGT","lib2_tag_ACGACG","lib2_tag_ACTAGC","lib2_tag_ACTCTG","lib2_tag_ACTGAT","lib2_tag_ATATCG","lib2_tag_ATCAGT","lib2_tag_ATGATA","lib2_tag_CACGAT","lib2_tag_CGACGC","lib2_tag_CTCGCA","lib2_tag_CTGCGT","lib2_tag_GATGAC","lib2_tag_GCAGTG","lib2_tag_GCGAGT","lib2_tag_GCGCTC","lib2_tag_GCGTAG","lib2_tag_GTCTCT","lib2_tag_TACGTG","lib2_tag_TCGCAT","lib2_tag_TCGTCA","lib2_tag_TCTGCG","lib2_tag_TGTATG","lib3_tag_ACACAC","lib3_tag_ACAGCA","lib3_tag_ACATGT","lib3_tag_ACGACG","lib3_tag_ACTAGC","lib3_tag_ACTCTG","lib3_tag_ACTGAT","lib3_tag_ATATCG","lib3_tag_ATCAGT","lib3_tag_ATGATA","lib3_tag_CACGAT","lib3_tag_CGACGC","lib3_tag_CTCGCA","lib3_tag_CTGCGT","lib3_tag_GATGAC","lib3_tag_GCAGTG","lib3_tag_GCGAGT","lib3_tag_GCGCTC","lib3_tag_GCGTAG","lib3_tag_GTCTCT","lib3_tag_TACGTG","lib3_tag_TCGCAT","lib3_tag_TCGTCA","lib3_tag_TCTGCG","lib3_tag_TGTATG"
"DUP_89",1,1,101,0,0,64,234,0,13,0,3,14,1,1,3,17,1,1,4,360,0,87,305,0,337,0,0,115,0,0,92,269,0,7,0,7,13,5,0,1,23,0,1,2,438,0,99,332,0,322,1,0,100,0,0,87,290,1,11,0,2,6,3,0,2,16,0,3,3,385,0,98,332,0,348
"DUP_90",0,0,95,0,0,89,252,2,7,0,2,56,1,0,1,18,0,0,3,331,0,88,282,0,320,0,0,96,0,0,97,278,0,7,0,3,69,1,0,2,20,1,0,1,390,0,84,358,0,318,2,0,98,0,0,91,272,1,6,0,1,51,2,0,2,15,1,2,0,373,0,81,302,0,342
"DUP_92",0,0,109,0,0,92,285,0,10,0,1,10,4,0,5,9,0,0,3,314,0,106,271,0,225,2,0,115,0,0,88,334,2,11,0,1,9,4,0,3,12,0,1,1,334,0,109,353,0,312,0,1,119,0,0,111,376,0,7,0,1,16,2,0,0,17,0,2,3,362,0,126,301,0,295
"DUP_93",9,32,26,1,3,83,74,109,97,0,212,89,81,92,29,88,34,79,119,33,0,130,33,0,36,13,38,34,0,6,85,104,126,102,0,225,127,110,93,48,95,35,96,127,35,0,130,51,0,54,12,39,23,0,1,83,86,110,97,0,214,115,94,106,41,89,37,98,132,29,0,145,46,0,39
"DUP_95",0,0,76,0,0,89,243,1,8,0,3,16,2,0,4,16,0,6,5,342,0,76,315,0,321,1,1,120,0,0,81,285,0,6,0,3,20,1,0,1,12,0,9,2,357,0,81,353,0,319,0,0,118,0,0,85,269,0,3,0,5,16,3,0,5,20,0,12,3,362,0,92,323,0,341
"DUP_96",0,0,110,0,0,73,224,0,2,0,1,18,1,0,2,14,0,0,0,277,0,70,241,0,346,1,1,127,0,0,87,277,0,12,0,0,17,2,0,1,15,0,1,2,340,0,83,321,0,426,0,0,143,0,0,75,280,0,4,0,1,7,4,0,2,10,0,1,2,303,0,75,273,0,453
"DUP_97",1,1,124,0,0,74,273,0,5,0,3,8,1,1,3,9,0,0,7,303,0,71,275,0,267,1,0,114,0,0,91,279,0,9,0,1,7,1,0,3,16,2,2,3,336,0,74,332,0,316,1,0,102,0,0,94,279,0,11,0,5,14,0,0,1,14,0,0,4,362,0,91,350,0,272
"DUP_98",0,0,346,0,0,43,135,1,3,0,5,7,4,1,0,8,0,1,3,259,0,67,430,0,140,1,0,338,0,0,60,151,0,3,0,6,5,2,0,1,15,0,1,0,296,0,68,480,0,178,2,0,374,0,0,58,125,0,2,0,11,4,2,0,2,10,0,1,0,266,0,64,462,0,185
"DUP_99",0,0,123,0,0,51,253,0,9,0,1,20,4,1,2,2,0,1,4,262,0,60,246,0,361,1,0,137,0,0,61,258,0,11,0,1,18,7,0,3,13,1,3,4,332,0,63,304,0,404,3,1,166,0,0,64,231,0,6,0,2,22,5,0,1,11,0,1,5,313,0,64,279,0,398
"DUP_100",0,0,75,0,0,60,210,1,8,0,1,12,3,0,1,19,0,1,4,362,0,58,269,0,348,0,0,96,0,0,58,230,0,17,0,1,5,1,1,1,16,0,0,2,401,0,79,317,0,347,0,0,106,0,0,65,254,2,8,0,0,7,3,0,1,14,1,0,1,403,0,51,297,0,344
"DUP_101",0,0,92,0,0,54,229,0,4,0,0,9,4,0,2,11,0,0,2,392,0,36,229,0,302,0,0,91,0,0,49,280,0,7,0,4,17,2,0,4,10,0,2,3,467,0,52,261,0,340,0,0,108,0,0,41,283,0,2,0,0,23,1,0,0,10,0,0,2,443,0,60,275,0,339
"DUP_102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834,0,0,0,0,0,0,0,0,0
"DUP_103",11,57,35,0,33,82,58,86,99,0,210,63,80,59,22,100,28,63,86,54,0,101,61,0,52,16,53,42,1,41,93,57,105,105,0,237,62,90,79,30,80,42,77,81,55,0,117,76,0,56,16,59,34,0,33,90,62,108,101,0,231,69,79,49,20,86,31,59,80,43,0,97,57,0,52
"DUP_104",5,24,20,1,2,37,32,48,49,0,93,26,37,29,652,57,18,38,62,9,0,42,23,0,77,15,30,29,0,1,50,32,36,62,0,90,29,38,38,746,46,19,36,46,13,0,49,21,0,100,7,28,43,0,3,37,39,50,54,0,81,28,28,34,701,56,13,43,60,16,0,58,18,0,99
"DUP_105",0,0,0,464,0,0,3,3,0,0,0,0,1064,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,495,0,0,1,9,0,0,0,0,1059,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,2,4,0,0,2,0,1178,26,0,0,0,0,0,0,0,0,0,0,0
"DUP_106",17,32,36,0,2,75,49,101,98,0,207,55,71,76,33,107,26,48,90,35,0,104,42,0,44,17,58,41,0,6,76,66,91,103,0,211,53,61,69,36,95,39,59,90,38,0,111,57,0,50,20,47,45,1,6,83,63,112,108,0,251,56,68,76,44,105,28,52,90,37,0,119,65,0,53
"DUP_107",0,0,78,0,0,84,185,0,6,0,2,5,1,1,0,12,0,0,2,286,0,74,282,0,267,0,0,99,0,0,93,245,2,7,0,1,13,5,0,1,7,0,1,4,333,0,89,291,0,279,1,0,109,0,0,103,266,0,8,0,1,9,1,0,3,13,0,1,1,324,0,104,284,0,316
"DUP_108",14,57,30,0,5,91,47,156,85,0,182,41,65,42,24,106,26,37,99,46,0,138,20,0,54,23,40,31,0,4,83,37,165,89,0,219,44,50,66,28,136,37,48,98,50,0,118,28,0,54,18,43,21,0,6,94,43,161,76,0,193,61,64,68,24,143,39,53,96,45,0,108,42,0,55
"DUP_109",1,0,113,0,0,72,211,0,5,0,1,9,2,0,7,9,0,1,2,302,0,58,254,0,252,0,0,126,0,0,89,271,0,4,0,2,12,1,0,4,12,0,0,2,307,0,67,323,0,244,1,0,123,0,0,90,254,1,7,0,4,14,2,0,6,20,0,1,3,311,0,79,279,0,287
"DUP_110",16,39,39,1,8,54,45,100,113,0,164,73,72,57,96,60,41,58,75,36,0,80,29,0,38,12,54,31,0,6,66,73,115,116,0,209,93,68,63,85,89,46,74,98,38,0,81,37,0,64,11,49,34,0,5,70,46,80,128,0,165,87,79,58,100,70,45,84,84,38,0,75,52,0,51
"DUP_111",3,0,197,0,0,62,271,0,2,0,0,9,1,0,6,7,0,2,2,247,0,89,230,0,193,5,0,200,0,0,87,287,1,3,0,0,7,3,1,6,11,0,2,3,278,0,83,265,0,231,3,0,193,0,0,79,295,0,7,0,1,9,2,0,5,8,0,4,2,260,0,76,247,0,202
"DUP_112",13,22,36,0,2,133,24,89,84,0,230,28,75,36,51,66,22,42,72,26,0,112,43,0,36,14,32,38,1,4,164,26,98,102,0,253,45,65,45,75,76,21,58,81,24,0,114,61,0,35,18,26,48,0,3,194,23,85,106,0,254,39,61,49,59,62,24,50,78,17,0,131,66,0,34
"DUP_113",8,45,32,0,4,64,41,83,108,0,182,53,68,62,40,72,31,87,59,27,0,71,25,0,51,17,45,51,0,6,90,67,98,118,0,175,68,77,73,27,91,37,77,82,29,0,67,50,0,65,13,67,56,0,5,68,58,103,108,0,184,45,80,60,44,93,40,82,85,26,0,71,48,0,60
"DUP_114",11,30,35,0,5,87,42,79,137,0,161,65,63,53,20,97,48,48,81,31,0,81,34,0,40,12,53,37,1,7,85,54,81,139,0,180,59,58,56,26,106,45,58,90,28,0,99,39,0,41,15,45,39,0,5,87,54,105,140,0,203,56,50,53,29,117,42,50,99,28,0,92,41,0,36
"DUP_116",0,0,76,0,0,51,278,0,7,0,1,14,2,1,2,7,0,1,1,259,0,49,219,0,245,1,0,112,0,0,52,278,0,4,0,0,15,2,0,4,16,0,1,3,296,0,54,244,0,294,1,0,88,0,0,63,333,1,6,0,0,8,1,0,1,8,0,0,1,292,0,64,242,0,273
"DUP_117",0,0,81,0,0,69,176,0,3,0,3,7,3,1,3,13,0,1,2,308,0,65,219,0,255,0,0,95,0,0,66,191,0,6,0,3,11,0,0,2,11,0,0,0,333,0,69,295,0,253,0,0,90,0,0,83,203,0,10,0,4,8,1,1,3,18,0,1,1,328,0,93,274,0,293
"DUP_119",8,43,29,1,4,60,55,76,111,0,183,77,55,49,35,71,31,74,68,35,0,72,26,0,46,10,42,33,0,6,60,46,95,129,0,196,67,76,66,26,86,32,67,75,30,0,92,37,0,59,18,46,39,2,5,51,57,112,119,0,182,76,47,62,46,96,27,75,61,37,0,84,36,0,52
"DUP_120",15,41,32,2,5,57,39,85,83,0,137,157,63,48,20,60,20,42,64,45,0,64,31,0,54,17,49,30,1,5,67,42,74,116,0,204,171,53,49,23,87,33,44,79,37,0,75,45,0,59,21,36,26,0,8,62,49,79,94,0,236,165,47,47,20,88,20,56,79,48,0,74,34,0,54
"DUP_121",26,43,37,0,1,55,38,113,89,0,187,55,51,60,40,80,29,62,55,24,0,63,37,0,68,31,28,47,0,3,66,64,89,101,0,175,70,64,64,30,105,22,69,68,39,0,89,41,0,81,31,42,35,0,6,63,64,104,102,0,149,72,64,61,25,103,25,59,77,29,0,72,43,0,74
"DUP_122",11,52,27,0,4,62,45,93,85,0,158,53,50,62,36,71,24,52,84,25,0,91,32,0,33,5,46,38,0,6,94,33,115,98,0,202,66,47,56,36,90,26,55,99,40,0,98,48,0,43,11,51,39,2,1,89,46,100,116,0,209,68,63,60,35,85,23,58,86,29,0,104,46,0,44
"DUP_123",51,28,22,1,0,57,41,95,53,0,126,72,71,31,70,68,16,158,54,22,0,76,27,0,33,42,33,26,0,5,62,45,122,74,0,178,72,54,56,81,73,20,162,82,19,0,99,33,0,43,40,41,25,2,3,63,49,123,71,0,157,51,52,41,80,66,16,163,62,15,0,88,14,0,28
"DUP_124",10,29,30,0,1,35,36,35,429,0,91,28,46,40,22,51,24,52,46,26,0,35,24,0,92,7,29,21,0,4,34,54,55,458,0,94,37,60,30,20,48,32,59,54,23,0,36,26,0,124,6,38,24,0,8,44,47,58,433,0,116,31,28,35,23,55,23,59,50,26,0,50,19,0,114
"DUP_125",10,77,40,0,1,31,54,72,96,0,129,48,55,42,86,103,21,44,55,25,0,70,32,0,52,14,92,36,0,1,56,55,92,94,0,147,45,60,47,96,118,28,76,70,26,0,65,38,0,54,11,105,42,1,1,57,59,66,115,0,154,51,61,56,94,116,23,60,54,28,0,59,25,0,45
"DUP_127",1,0,79,0,0,63,204,0,4,0,2,10,2,1,1,10,0,1,3,240,0,57,273,0,265,1,0,82,0,0,69,184,0,5,0,1,14,2,0,4,5,0,1,0,288,0,52,273,0,235,0,1,93,0,0,64,201,0,7,0,3,9,8,1,3,11,2,0,0,280,0,51,299,0,235
"DUP_128",9,53,49,1,4,62,51,81,79,0,159,65,53,62,25,71,51,47,63,23,0,77,24,0,36,15,39,49,0,8,69,45,89,101,0,170,73,61,53,26,67,37,54,60,37,0,98,51,0,52,8,52,42,0,6,58,54,93,94,0,187,64,67,57,27,93,47,64,71,35,0,85,42,0,50
"DUP_129",12,38,23,2,4,48,104,55,86,0,141,46,53,50,19,132,35,60,68,28,0,58,28,0,38,4,44,21,0,1,57,143,94,96,0,185,51,68,41,24,129,31,55,73,27,0,75,49,0,48,12,39,39,0,2,69,130,95,77,0,172,47,56,46,24,127,40,56,54,24,0,74,24,0,33
"DUP_130",10,32,27,0,1,51,42,86,76,0,152,46,61,34,35,84,30,41,89,38,0,86,34,0,35,12,43,26,0,4,68,69,109,87,0,162,58,53,50,40,99,27,42,102,33,0,91,48,0,41,7,44,24,2,3,62,55,107,102,0,164,61,65,55,31,108,31,45,92,37,0,87,36,0,48
"DUP_136",9,15,14,0,4,64,15,69,33,0,133,19,25,21,15,47,11,19,408,12,0,58,17,0,29,5,26,15,0,4,79,23,58,34,0,151,30,33,26,14,56,15,31,480,20,0,72,23,0,33,7,27,11,0,3,73,14,69,35,0,159,21,35,25,12,61,15,24,406,18,0,68,17,0,17
"DUP_137",0,0,77,0,0,36,168,0,6,0,0,10,4,0,1,11,0,0,0,244,0,46,211,0,236,0,0,77,0,0,56,190,0,7,0,1,13,3,0,1,10,1,1,2,249,0,44,229,0,255,0,0,89,0,0,42,205,0,2,0,0,6,1,0,1,4,0,0,3,304,0,44,247,0,233
"DUP_140",1,0,94,0,0,34,178,1,4,0,2,10,1,0,2,13,0,1,3,208,0,40,180,0,236,0,0,115,0,0,48,187,0,11,0,3,7,2,0,1,16,0,0,0,235,0,39,191,0,265,0,0,121,0,0,42,189,0,5,0,1,5,1,0,3,20,1,1,0,215,0,47,243,0,290
"DUP_141",1,0,32,0,0,166,62,1,2,0,1,4,0,0,7,9,0,3,4,245,0,90,317,0,102,2,0,41,0,0,198,51,2,7,0,1,13,1,1,11,12,0,2,1,300,0,107,356,0,84,3,0,39,0,0,157,57,0,1,0,5,11,3,0,11,14,0,1,3,241,0,89,333,0,95
"DUP_142",275,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,977,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,968,0,0,0,0,0,0,0,0,0,0
"DUP_143",6,30,25,0,2,52,38,60,98,0,124,39,40,36,22,75,22,69,54,22,0,88,32,0,43,6,34,19,0,5,50,37,72,140,0,147,62,52,52,27,85,18,100,66,29,0,105,34,0,41,14,24,25,0,7,49,37,75,130,0,144,49,37,34,23,61,16,97,73,29,0,123,31,0,33
"DUP_144",2,0,60,0,0,66,144,0,4,0,1,8,1,1,0,9,0,0,3,200,0,58,195,0,180,0,1,75,0,0,94,206,1,8,0,3,9,2,0,0,10,0,1,8,232,0,71,272,0,222,0,0,73,0,0,64,201,0,5,0,2,9,1,0,2,12,0,2,12,226,0,79,246,0,182
"DUP_145",49,54,22,0,1,0,0,0,45,0,0,80,4,8,878,0,11,0,0,40,0,0,0,0,0,50,62,35,0,5,0,0,0,49,0,0,96,2,17,948,0,18,0,0,28,0,0,0,0,0,45,76,23,0,1,0,0,0,53,0,0,96,5,14,904,0,12,0,0,38,0,0,1,0,0
"DUP_147",0,0,543,0,0,0,0,52,0,0,220,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,44,0,0,195,0,499,2,0,0,0,0,0,0,0,0,0,0,0,0,0,597,0,0,0,0,56,0,0,205,0,524,1,0,0,0,0,0,0,0,0,0,0,0
"DUP_149",6,16,17,0,3,42,34,70,69,0,147,44,59,39,20,63,121,72,54,25,0,77,32,0,37,12,33,22,0,2,45,46,60,67,0,179,48,55,41,30,55,136,76,52,18,0,64,26,0,27,19,28,37,0,3,51,37,77,69,0,169,44,49,34,19,37,142,62,57,13,0,67,27,0,27
"DUP_150",0,0,69,0,0,60,164,0,5,0,2,10,2,0,0,10,0,1,2,209,0,41,168,0,221,0,1,74,0,0,49,186,1,4,0,2,11,3,0,0,13,0,1,0,251,0,43,206,0,255,1,0,74,0,0,47,175,0,6,0,0,5,4,0,2,15,1,1,1,236,0,50,260,0,231
"DUP_151",0,0,53,0,0,43,175,0,7,0,4,5,2,0,1,9,1,1,0,225,0,78,191,0,200,0,0,53,0,0,55,182,0,4,0,1,6,0,0,0,8,3,0,0,241,0,84,186,0,228,0,0,66,0,0,60,188,0,6,0,1,7,4,0,1,8,5,0,3,264,0,55,216,0,202
"DUP_152",27,45,21,0,4,36,28,48,68,0,145,38,40,43,76,48,19,49,66,17,0,68,30,0,73,22,53,11,0,8,38,27,54,75,0,139,47,39,60,90,51,23,57,54,28,0,64,29,0,64,16,49,27,0,5,44,35,82,78,0,147,40,43,41,66,68,19,60,51,25,0,66,33,0,81
"DUP_154",0,1181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUP_157",5,33,26,0,3,49,28,55,62,0,157,42,50,33,21,73,22,44,55,16,0,88,28,0,40,15,29,27,1,3,53,35,79,74,0,208,66,50,38,21,86,18,37,75,21,0,81,23,0,31,8,43,21,0,4,60,32,87,77,0,172,45,47,39,21,67,21,39,76,18,0,76,30,0,31
"DUP_158",8,33,13,0,3,43,41,68,63,0,139,42,49,19,24,78,23,34,59,48,0,64,45,0,34,14,28,19,0,6,73,36,63,68,0,144,36,62,48,18,84,20,64,77,48,0,77,53,0,42,11,29,31,1,5,52,36,63,62,0,137,39,58,53,13,61,19,42,72,51,0,68,44,0,44
"DUP_159",1,0,51,0,0,46,163,0,4,0,0,6,3,0,1,6,0,0,1,200,0,36,170,0,220,0,0,63,0,0,49,158,1,2,0,2,15,1,0,1,8,0,2,2,253,0,59,200,0,239,1,0,52,0,0,57,164,0,7,0,0,7,1,0,1,9,0,1,2,227,0,47,204,0,255
"DUP_160",0,0,57,0,0,44,158,0,2,0,5,4,0,0,2,6,0,0,0,215,0,46,199,0,169,1,0,70,0,0,50,209,0,7,0,2,7,2,1,3,7,0,1,4,218,0,61,219,0,204,0,0,51,0,0,44,196,0,6,0,1,8,3,0,0,9,0,1,1,235,0,40,226,0,197
"DUP_161",0,0,78,0,0,46,190,2,6,0,1,5,5,1,2,7,0,0,1,200,0,39,164,0,196,2,0,67,0,0,32,179,0,2,0,1,5,0,0,3,7,0,1,2,219,0,45,158,0,235,0,0,100,0,0,47,206,0,8,0,2,6,3,0,2,8,0,1,0,230,0,48,171,0,244
"DUP_162",9,27,18,0,5,53,39,72,52,0,156,32,32,24,15,68,17,55,52,26,0,79,26,0,28,13,32,30,0,3,79,37,83,67,0,177,40,33,30,21,71,22,58,73,19,0,100,30,0,30,8,29,40,1,3,80,30,72,68,0,180,42,41,46,14,59,26,57,75,23,0,84,39,0,29
"DUP_163",3,0,79,0,0,33,132,0,8,0,0,4,2,1,1,9,0,0,1,198,0,35,191,0,223,1,0,91,0,0,43,192,0,7,0,1,8,3,0,1,4,0,0,1,189,0,52,177,0,231,3,0,98,0,0,54,185,0,9,0,0,5,3,0,2,7,0,0,1,194,0,34,184,0,222
"DUP_165",16,36,28,2,4,42,35,60,94,0,121,48,43,37,44,49,23,37,39,15,0,44,20,0,31,10,45,26,1,7,68,35,71,101,0,143,55,52,37,46,68,21,60,60,28,0,62,24,0,42,14,24,42,0,7,65,39,61,93,0,131,50,43,41,35,53,27,65,54,20,0,38,31,0,35
"DUP_167",11,29,19,1,0,37,32,57,80,0,108,29,43,24,17,96,27,63,58,23,0,49,26,0,31,11,43,26,0,3,40,43,55,70,0,121,50,43,50,22,127,15,73,64,26,0,68,29,0,46,12,42,20,0,5,40,39,49,98,0,117,39,34,41,17,98,19,77,59,16,0,53,32,0,33
"DUP_168",1,0,70,0,0,25,156,1,5,0,1,12,1,0,1,9,0,1,3,198,0,44,170,0,164,2,0,83,0,0,36,176,0,7,0,0,6,0,1,1,10,1,1,0,213,0,46,201,0,181,1,0,64,0,0,50,183,2,7,0,1,7,2,0,0,11,0,0,4,212,0,40,199,0,199
"DUP_170",0,0,77,0,0,24,150,0,5,0,1,7,2,0,2,4,0,1,0,193,0,24,160,0,194,0,0,92,0,0,39,173,0,5,0,0,9,2,2,3,9,1,1,2,212,0,33,187,0,191,2,0,86,0,0,34,180,0,4,0,0,1,1,1,1,10,0,0,2,207,0,34,154,0,190
"DUP_171",1,0,85,0,0,16,163,0,13,0,0,6,3,1,0,5,0,1,3,166,0,15,126,0,179,0,0,97,0,0,33,202,1,6,0,1,7,1,0,2,6,1,1,0,192,0,34,143,0,205,1,0,113,0,0,28,193,0,10,0,2,2,1,1,0,8,0,1,0,222,0,23,188,0,195
"DUP_172",0,0,63,0,0,56,148,0,5,0,0,6,2,0,1,10,0,1,3,142,0,30,159,0,180,0,0,75,0,0,60,163,0,6,0,2,9,3,0,1,13,0,0,0,209,0,45,192,0,176,0,0,74,0,0,61,155,0,9,0,1,6,4,0,1,4,0,0,0,186,0,33,186,0,176
"DUP_173",2,0,81,0,0,26,169,1,4,0,2,3,2,0,1,5,0,0,0,178,0,36,147,0,157,0,0,102,0,0,38,163,0,3,0,0,6,2,0,3,2,1,0,1,222,0,30,180,0,179,1,0,89,0,0,37,155,1,4,0,1,3,2,0,1,4,0,0,1,228,0,49,157,0,166
"DUP_174",0,0,68,0,0,28,137,0,3,0,1,1,2,0,2,10,0,1,1,156,0,42,142,0,199,2,1,69,0,0,33,165,0,5,0,0,6,2,0,2,6,0,1,3,167,0,35,182,0,230,1,1,64,0,0,44,186,0,7,0,0,11,2,0,0,6,0,2,0,184,0,28,187,0,212
"DUP_176",0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0,0,0,0,0,0,0,0,0
"DUP_177",0,0,62,0,0,25,149,0,9,0,1,5,2,0,1,7,0,0,3,172,0,25,141,0,232,1,0,59,0,0,32,175,0,2,0,1,4,3,0,1,11,0,0,0,188,0,30,142,0,235,0,1,69,0,0,24,175,1,4,0,0,8,1,0,1,18,0,2,1,178,0,25,129,0,226
"DUP_178",3,12,7,1,5,24,10,35,22,0,66,15,17,19,11,41,5,15,26,14,0,427,8,0,18,2,17,10,0,2,23,14,37,28,0,55,21,23,13,18,43,7,12,30,15,0,479,17,0,26,5,16,5,0,0,25,18,36,32,0,59,8,22,19,7,47,9,15,33,17,0,463,16,0,33
"DUP_180",1,1,60,0,0,24,140,1,4,0,1,1,4,0,0,4,0,2,0,182,0,33,135,0,189,0,1,63,0,0,31,151,0,8,0,0,2,3,1,2,5,0,1,1,197,0,28,141,0,235,0,0,78,0,0,34,150,0,6,0,1,8,2,1,0,7,3,0,2,211,0,26,155,0,225
"DUP_182",0,0,67,0,0,29,170,0,5,0,1,4,0,1,0,6,0,0,1,167,0,25,154,0,181,0,0,71,0,0,29,169,0,4,0,1,9,0,1,0,6,0,0,2,183,0,26,171,0,189,0,1,70,0,0,39,184,1,2,0,1,4,0,2,0,4,0,0,0,190,0,39,175,0,163
"DUP_184",0,0,34,0,0,50,99,0,1,0,0,7,1,0,1,6,1,0,1,172,0,93,208,0,116,0,0,35,0,0,60,109,1,2,0,0,2,0,0,0,7,0,0,2,158,0,86,231,0,148,1,0,42,0,0,54,102,0,4,0,2,6,0,1,1,5,0,2,2,182,0,77,224,0,131
"DUP_185",0,0,65,0,0,28,166,1,5,0,1,2,2,0,4,7,1,0,0,144,0,20,128,0,164,0,0,71,0,0,31,182,0,1,0,0,5,0,1,1,4,1,0,0,179,0,34,169,0,188,0,0,74,0,0,38,184,0,2,0,1,3,0,0,0,6,0,0,2,184,0,28,150,0,173
"DUP_186",3,18,7,0,1,32,67,46,75,0,63,24,29,17,10,32,11,17,90,11,0,39,169,0,14,3,17,3,0,6,34,76,38,93,0,79,19,13,14,12,25,11,22,102,8,0,53,194,0,10,3,17,8,0,1,40,68,54,80,0,63,18,28,25,9,36,5,15,113,13,0,51,176,0,18
"DUP_188",0,0,41,0,0,34,184,0,4,0,0,5,1,0,0,7,0,0,3,139,0,57,157,0,113,0,0,36,0,0,32,219,1,8,0,3,10,2,0,1,9,0,0,1,159,0,47,183,0,135,0,0,32,0,0,44,231,0,2,0,1,10,3,1,1,5,0,0,0,146,0,55,198,0,115
"DUP_190",1,0,43,0,0,27,145,0,5,0,0,4,1,0,1,7,0,0,0,169,0,29,126,0,185,0,1,54,0,0,23,161,0,5,0,0,2,0,1,1,5,0,0,0,183,0,28,152,0,199,0,0,65,0,0,33,163,1,2,0,0,5,1,0,1,2,0,1,2,168,0,23,177,0,202
"DUP_191",0,0,51,0,0,24,140,1,1,0,2,7,5,0,4,1,0,0,2,178,0,34,128,0,175,1,0,66,0,0,28,139,0,3,0,1,19,6,0,1,3,0,0,0,181,0,31,138,0,192,1,0,62,0,0,34,124,0,2,0,0,9,3,0,1,7,0,0,2,168,0,33,163,0,210
"DUP_192",13,38,21,0,3,21,30,42,79,0,87,40,40,42,21,38,14,52,38,15,0,43,22,0,23,10,40,29,0,2,45,43,54,81,0,121,31,43,38,29,44,28,49,36,19,0,40,20,0,35,12,43,27,0,4,43,35,48,80,0,108,29,43,49,31,35,16,64,47,18,0,45,21,0,23
"DUP_194",1,0,0,0,830,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"DUP_196",0,0,17,0,0,19,468,1,1,0,0,2,1,0,0,2,0,0,2,49,0,18,59,0,55,0,0,20,0,0,33,512,0,1,0,0,1,0,0,0,1,0,0,0,70,0,23,86,0,63,0,1,23,0,0,27,535,0,0,0,0,1,0,0,0,5,0,0,2,65,0,37,74,0,57
"DUP_197",0,0,13,0,0,12,34,0,1,0,0,1,0,0,0,3,0,0,0,46,0,13,532,0,39,0,0,18,0,0,13,42,0,1,0,0,1,2,0,0,2,0,0,0,48,0,12,655,0,39,0,0,21,0,0,8,30,0,4,0,1,4,0,0,0,2,0,2,0,42,0,10,609,0,45
"DUP_198",0,0,50,0,0,28,99,0,2,0,2,2,0,0,1,5,0,1,2,185,0,51,137,0,120,1,0,51,0,0,30,128,0,4,0,1,6,0,0,0,3,1,0,1,229,0,60,170,0,126,1,0,50,0,0,42,118,0,4,0,1,9,0,0,1,7,1,0,2,213,0,62,157,0,130
